gene	geneName	baseMean	log2FC	stderror	padj
CNAG_00153	NA	136.769	0.862	0.472	0.1867
CNAG_00154	NA	97.698	1.014	0.548	0.1798
CNAG_00155	NA	0	NA	NA	NA
CNAG_00156	SP1	786.146	-0.08	0.297	0.898
CNAG_00157	NA	106.71	0.314	0.642	0.791
CNAG_00158	HOC3	318.128	-0.166	0.347	0.7964
CNAG_00159	NA	58.239	0.394	0.747	0.7718
CNAG_00160	NA	40.921	-0.237	0.816	0.8903
CNAG_00161	NA	20.401	1.308	1.155	0.4613
CNAG_00162	AOX1	435.568	0.812	0.392	0.124
CNAG_00163	NA	283.37	1.046	0.39	0.03521
CNAG_00164	NA	562.473	2.872	0.457	1.55e-8
CNAG_00165	NA	790.272	0.576	0.365	0.2676
CNAG_00166	NA	376.711	-0.957	0.384	0.05427
CNAG_00167	NA	86.57	0.58	0.574	0.5209
CNAG_00171	NA	68.086	0.493	0.711	0.6894
CNAG_00172	NA	233.537	-1.652	0.692	0.06771
CNAG_00173	NA	89.675	0.634	0.556	0.4581
CNAG_00174	NA	389.039	0.612	0.39	0.2699
CNAG_00175	NA	102.942	2.183	0.576	0.001567
CNAG_00176	NA	549.984	0.262	0.323	0.6281
CNAG_00177	NA	46.16	-0.304	0.836	0.854
CNAG_00178	NA	751.842	0.139	0.275	0.7824
CNAG_00179	GPA2	129.903	0.275	0.62	0.8148
CNAG_00180	NA	48.821	0.668	0.733	0.5728
CNAG_00181	FYV10	141.051	0.936	0.47	0.1418
CNAG_00182	VPS29	86.635	-0.524	0.585	0.5806
CNAG_00183	NA	1150.419	-1.904	0.294	4.84e-9
CNAG_00184	NA	426.302	-0.983	0.326	0.01556
CNAG_00185	NA	96.563	0.523	0.543	0.5439
CNAG_00186	NA	54.005	-0.642	0.874	0.6668
CNAG_00187	UBP16	321.296	-0.714	0.376	0.166
CNAG_00188	NA	124.396	0.506	0.598	0.6092
CNAG_00189	NA	88.989	0.791	0.589	0.3614
CNAG_00190	NA	348.725	1.695	0.34	1.396e-5
CNAG_00191	NA	402.345	-1.267	0.338	0.00175
CNAG_00192	NA	628.412	0.264	0.35	0.6569
CNAG_00193	GAT1	2208.195	-0.523	0.236	0.0955
CNAG_00194	NA	411.026	-0.345	0.319	0.4868
CNAG_00195	NA	116.805	-0.36	0.584	0.7279
CNAG_00229	NA	26.74	0.62	0.96	0.7147
CNAG_00231	NA	100.796	-0.116	0.584	0.927
CNAG_00232	RPL30	4466.135	-0.508	0.233	0.1015
CNAG_00233	NA	155.102	-0.996	0.477	0.121
CNAG_00234	NA	114.136	-0.508	0.567	0.5806
CNAG_00235	AMT1	752.603	-0.441	0.42	0.5017
CNAG_00236	NA	260.247	-1.198	0.475	0.05075
CNAG_00237	NA	1038.201	-0.871	0.341	0.04755
CNAG_00238	NA	3531.558	-1.029	0.234	1.727e-4
CNAG_00239	YAP1	679.799	0.185	0.316	0.7432
CNAG_00240	NA	484.315	-0.52	0.309	0.2303
CNAG_00241	NA	389.551	-0.287	0.334	0.6004
CNAG_00242	NA	20.92	-0.366	1.242	0.8886
CNAG_00243	NA	125.849	-0.425	0.517	0.6217
CNAG_00246	NA	160.618	0.007	0.446	0.9945
CNAG_00247	LYS9	284.702	1.684	1.355	0.4084
CNAG_00248	NA	119.815	-0.387	0.53	0.6686
CNAG_00249	NA	284.455	0.213	0.367	0.7467
CNAG_00250	NA	520.374	-0.502	0.379	0.3696
CNAG_00251	NA	9.943	3.41	1.907	0.1971
CNAG_00252	NA	61.71	-0.561	0.657	0.6047
CNAG_00253	NA	134.243	0.203	0.558	0.8544
CNAG_00254	NA	20.854	-0.127	1.327	0.9635
CNAG_00255	NA	322.939	0.45	0.382	0.4383
CNAG_00256	NA	858.052	-0.484	0.339	0.3257
CNAG_00257	NA	1302.704	-0.924	0.292	0.01036
CNAG_00258	NA	407.173	-0.738	0.352	0.1191
CNAG_00259	NA	627.872	-1.111	0.287	0.001195
CNAG_00260	NA	520.429	-0.034	0.31	0.959
CNAG_00261	NA	6038.326	-0.666	0.271	0.05885
CNAG_00262	NA	26.992	0.343	0.979	0.8604
CNAG_00263	PTP4	78.863	-0.362	0.589	0.7295
CNAG_00264	NA	195.272	1.865	0.444	3.746e-4
CNAG_00265	IDI1	710.446	-1.025	0.281	0.002509
CNAG_00266	YFH7	62.464	-0.479	0.697	0.6921
CNAG_00267	NA	98.69	1.435	0.545	0.03946
CNAG_00268	ILV2	2801.738	-0.814	0.293	0.02787
CNAG_00269	NA	42.828	0.888	0.785	0.4616
CNAG_00270	NA	186.878	0.243	0.451	0.7655
CNAG_00271	NA	130.882	-0.3	0.528	0.7527
CNAG_00272	NA	619.58	0.13	0.313	0.8289
CNAG_00273	NA	94.757	-1.349	0.618	0.1006
CNAG_00274	NA	202.094	0.324	0.405	0.6332
CNAG_00275	NA	41.516	0.224	1.025	0.9189
CNAG_00276	NA	64.925	0.979	0.69	0.33
CNAG_00277	NA	112.833	-1.084	0.559	0.1554
CNAG_00278	NA	82.021	-1.011	0.597	0.2258
CNAG_00279	NA	131.358	0.626	0.595	0.5004
CNAG_00280	NA	443.081	0.26	0.369	0.682
CNAG_00283	NA	151.919	2.924	0.558	4.077e-6
CNAG_00284	NA	78.448	1.71	0.737	0.07786
CNAG_00285	NA	299.122	0.318	0.361	0.5891
CNAG_00286	NAB2	270.263	-1.282	0.404	0.01019
CNAG_00287	NA	110.499	-0.383	0.524	0.6686
CNAG_00288	NA	86.434	0.769	0.567	0.3553
CNAG_00289	NA	45.281	0.432	0.77	0.7556
CNAG_00290	NA	259.636	0.242	0.375	0.7147
CNAG_00291	NA	277.876	-0.358	0.37	0.5424
CNAG_00292	NA	1494.569	-1.01	0.33	0.01371
CNAG_00293	RAS1	226.62	0.514	0.485	0.4971
CNAG_00294	NA	234.329	0.91	0.393	0.07811
CNAG_00295	NA	8.447	-2.301	2.588	0.585
CNAG_00299	NA	773.647	-0.943	0.276	0.005111
CNAG_00300	NA	1273.407	0.227	0.273	0.6147
CNAG_00301	NA	757.372	0.92	0.427	0.1067
CNAG_00302	NA	440.466	0.891	0.315	0.0251
CNAG_00303	NA	18.916	1.667	1.199	0.3422
CNAG_00304	NA	46.331	-1.044	0.776	0.3603
CNAG_00305	NA	254.481	-0.204	0.381	0.7677
CNAG_00306	MTN2	152.16	0.354	0.561	0.7223
CNAG_00307	NA	597.076	-0.488	0.291	0.2313
CNAG_00308	NA	83.445	0.222	0.673	0.8712
CNAG_00309	NA	291.702	-0.137	0.384	0.8582
CNAG_00310	NA	169.064	-0.458	0.476	0.5444
CNAG_00311	NA	268713.97	0.184	0.238	0.6461
CNAG_00312	NA	66.413	-0.21	0.678	0.8808
CNAG_00313	NA	224.639	0.321	0.405	0.6385
CNAG_00314	NA	115.753	-0.111	0.569	0.9275
CNAG_00315	NA	180.912	2.147	1.67	0.3884
CNAG_00316	HAM1	109.063	0.151	0.526	0.8909
CNAG_00317	NA	155.881	0.101	0.478	0.9218
CNAG_00318	NA	71.75	-0.034	0.699	0.9813
CNAG_00319	NA	349.522	0.514	0.341	0.2932
CNAG_00320	NA	282.582	-0.887	0.413	0.1082
CNAG_00321	NA	82.209	0.539	0.576	0.5584
CNAG_00322	NA	63.5	1.596	0.691	0.07969
CNAG_00323	NA	5.13	2.031	2.428	0.6133
CNAG_00326	NA	574.192	-0.289	0.314	0.5668
CNAG_00327	NA	70.478	-1.196	0.791	0.2922
CNAG_00328	NA	201.836	-0.276	0.421	0.7089
CNAG_00329	NA	253.631	0.037	0.393	0.9635
CNAG_00330	NA	346.357	-0.333	0.361	0.5665
CNAG_00331	NA	58.49	2.036	0.726	0.02645
CNAG_00332	SIP4	879.748	0.821	0.275	0.01689
CNAG_00333	NA	185.075	-0.666	0.541	0.4135
CNAG_00334	NA	20404.099	-0.666	0.247	0.03383
CNAG_00335	NA	263.573	-1.258	0.392	0.009351
CNAG_00337	NA	338.488	0.023	0.378	0.9764
CNAG_00342	NA	276.443	1.071	0.367	0.01977
CNAG_00343	NA	107.886	-0.48	0.585	0.6224
CNAG_00344	NA	249.298	-0.012	0.414	0.9884
CNAG_00345	NA	386.263	-0.621	0.337	0.1809
CNAG_00346	NA	144.464	0.237	0.516	0.8068
CNAG_00347	NA	491.179	-0.239	0.331	0.6716
CNAG_00348	NA	93.987	1.158	0.562	0.1266
CNAG_00349	NA	59.257	1.03	0.676	0.2878
CNAG_00351	NA	154.63	-1.253	0.458	0.03136
CNAG_00352	NA	72.769	-0.204	0.626	0.874
CNAG_00353	LPI16	46.673	1.026	0.944	0.4836
CNAG_00354	NA	929.483	1.176	0.293	7.198e-4
CNAG_00355	NA	205.603	0.244	0.403	0.7351
CNAG_00356	NA	963.133	-0.456	0.265	0.2162
CNAG_00357	NA	110.003	0.239	0.534	0.813
CNAG_00358	NA	229.534	-0.044	0.386	0.9576
CNAG_00359	NA	288.106	-2.083	0.627	0.006791
CNAG_00360	NA	74.089	1.123	0.643	0.2091
CNAG_00361	RVS167	393.723	0.99	0.328	0.01541
CNAG_00362	NA	190.856	-0.776	0.467	0.2365
CNAG_00363	TCO6	1227.622	0.539	0.264	0.1297
CNAG_00364	NA	232.587	-1.409	0.488	0.02153
CNAG_00365	NA	195.089	0.611	0.444	0.3467
CNAG_00366	NA	21.054	0.923	1.183	0.6432
CNAG_00367	DYN5	51.569	0.976	0.884	0.4746
CNAG_00368	NA	172.872	0.799	0.51	0.2722
CNAG_00369	NA	229.588	-0.313	0.404	0.6446
CNAG_00370	UBI1	4720.924	-0.729	0.265	0.03004
CNAG_00371	NA	49.504	0	0.787	0.9999
CNAG_00372	NA	558.222	-0.062	0.333	0.9296
CNAG_00373	NA	1979.174	1.167	0.239	2.126e-5
CNAG_00374	NA	98.417	2.205	0.586	0.001677
CNAG_00375	GCN5	280.489	-0.377	0.376	0.5245
CNAG_00376	NA	88.854	1.271	0.575	0.09581
CNAG_00377	NA	2308.683	-0.972	0.267	0.002522
CNAG_00378	NA	118.063	1.429	0.649	0.09707
CNAG_00383	APT3	836.603	0.298	0.287	0.5079
CNAG_00384	NA	109.729	0.909	0.529	0.2179
CNAG_00385	NA	251.081	1.06	0.445	0.06807
CNAG_00386	NA	3463.74	-1.37	0.233	1.44e-7
CNAG_00387	LPI13	156.823	0.272	0.463	0.7426
CNAG_00388	NA	609.741	-0.638	0.301	0.1139
CNAG_00389	NA	194.626	0.496	0.407	0.42
CNAG_00390	YMR1	244.107	-0.399	0.381	0.5046
CNAG_00391	NA	160.34	-0.672	0.465	0.3175
CNAG_00392	NA	125.511	-0.636	0.512	0.4084
CNAG_00393	NA	520.244	6.108	0.401	4.259e-49
CNAG_00394	NA	245.536	-1.377	0.427	0.008796
CNAG_00395	NA	264.139	0.647	0.365	0.2013
CNAG_00396	PKA1	144.681	0.659	0.469	0.3345
CNAG_00397	NA	30.159	1.784	0.953	0.1727
CNAG_00398	NA	332.506	0.003	0.375	0.9962
CNAG_00399	NA	342.328	0.607	0.451	0.3606
CNAG_00400	NA	189.08	0.524	0.488	0.4905
CNAG_00401	NA	357.822	0.269	0.356	0.6558
CNAG_00402	NA	943.921	0.153	0.29	0.7718
CNAG_00403	NA	22.501	-0.68	1.089	0.7244
CNAG_00404	NA	167.362	2.153	0.52	4.66e-4
CNAG_00405	KIC1	429.704	0.619	0.334	0.1785
CNAG_00406	NA	219.339	-1.326	0.558	0.06863
CNAG_00407	NA	4817.248	0.481	0.238	0.1355
CNAG_00408	PPH3	124.005	-0.133	0.634	0.9221
CNAG_00409	NA	39.102	1.396	0.989	0.3326
CNAG_00410	NA	405.823	0.478	0.328	0.3128
CNAG_00411	NA	298.128	-0.925	0.381	0.06149
CNAG_00412	NA	31.804	1.039	0.924	0.4653
CNAG_00413	OFD1	575.282	-0.944	0.298	0.01057
CNAG_00414	MAK32	32.238	1.229	0.914	0.3608
CNAG_00415	CDC2801	174.087	-0.156	0.443	0.8591
CNAG_00416	NA	145.751	-0.317	0.463	0.694
CNAG_00417	NA	5411.034	-0.882	0.229	0.001263
CNAG_00418	NA	8203.379	-0.916	0.239	0.001334
CNAG_00419	NA	36.921	0.32	0.895	0.8577
CNAG_00420	NA	78.095	1.005	0.642	0.2717
CNAG_00421	NA	84.917	-0.229	0.566	0.8336
CNAG_00422	NA	405.972	-0.953	0.376	0.04922
CNAG_00423	NA	97.239	-0.047	0.601	0.9691
CNAG_00424	NA	149.967	1.164	0.479	0.06125
CNAG_00425	NA	17.384	-0.715	1.207	0.7407
CNAG_00426	NA	209.542	1.416	0.405	0.003964
CNAG_00427	PTC5	269.269	-0.343	0.435	0.6395
CNAG_00428	NA	125.295	-0.411	0.482	0.6049
CNAG_00429	NA	323.711	-1.233	0.378	0.008052
CNAG_00430	NA	118.515	-0.797	0.513	0.2766
CNAG_00433	NA	278.205	-0.901	0.373	0.06315
CNAG_00434	NA	97.173	0.852	0.542	0.2694
CNAG_00435	NA	77.239	0.455	0.602	0.6558
CNAG_00436	NA	269.862	0.898	0.406	0.09569
CNAG_00437	NA	55.739	0.119	0.701	0.9344
CNAG_00438	NA	130.215	0.769	0.503	0.2858
CNAG_00439	NA	481.471	-0.456	0.327	0.3394
CNAG_00440	SSN801	38.237	-0.049	0.88	0.9787
CNAG_00441	IMD1	6088.379	-1.04	0.223	5.406e-5
CNAG_00442	NA	151.911	-0.266	0.449	0.7408
CNAG_00443	NA	33.809	-1.5	0.999	0.2964
CNAG_00444	NA	63.305	-1.223	0.723	0.2264
CNAG_00445	NHP6B01	928.088	0.779	0.263	0.01771
CNAG_00446	NA	12.665	-0.681	1.384	0.7892
CNAG_00447	NA	715.011	-0.823	0.314	0.04055
CNAG_00448	NA	177.902	-0.183	0.461	0.8384
CNAG_00449	NA	711.047	-1.322	0.326	6.295e-4
CNAG_00450	LEU2	243.93	-0.999	0.38	0.03963
CNAG_00451	NA	48.664	-0.517	0.73	0.6801
CNAG_00452	NA	13.436	2.506	1.75	0.3242
CNAG_00453	NA	91.752	-0.226	0.554	0.832
CNAG_00454	NA	2.272	-4.299	4.535	NA
CNAG_00455	UBP16	862.242	-0.922	0.316	0.01992
CNAG_00456	ISP6	2109.415	2.538	0.261	3.8550000000000004e-20
CNAG_00457	GLN1	5544.662	0.178	0.222	0.6332
CNAG_00458	NA	1149.592	-0.325	0.269	0.4241
CNAG_00460	LIV1	116.337	-0.193	0.652	0.8882
CNAG_00461	NA	187.352	-0.128	0.469	0.8972
CNAG_00462	NA	616.728	-0.549	0.364	0.2933
CNAG_00463	NA	3.21	-0.387	3.472	0.9584
CNAG_00464	NA	1382.657	-0.276	0.254	0.4837
CNAG_00465	NA	106.488	3.134	2.893	0.4846
CNAG_00466	NA	51.806	-0.768	0.75	0.5146
CNAG_00467	NA	107.752	-0.296	0.523	0.753
CNAG_00468	NA	195.481	0.569	0.41	0.3424
CNAG_00469	NA	160.965	0.446	0.46	0.5414
CNAG_00470	NA	53.951	-1.043	0.972	0.4905
CNAG_00471	NA	89.645	-0.36	0.587	0.7292
CNAG_00472	NA	146.367	-0.676	0.489	0.3448
CNAG_00473	OST2	171.695	0.229	0.443	0.7763
CNAG_00474	NA	34.257	0.995	0.886	0.4654
CNAG_00475	NA	217.341	-0.867	0.479	0.1901
CNAG_00476	NA	19.601	2.02	1.297	0.2751
CNAG_00480	NA	433.107	-0.078	0.433	0.9317
CNAG_00481	NA	0	NA	NA	NA
CNAG_00482	NA	156.806	0.978	0.483	0.1344
CNAG_00483	ACT1	2795.23	1.109	0.229	2.614e-5
CNAG_00484	NA	19.29	0.684	1.103	0.7265
CNAG_00485	NA	273.884	6.125	0.58	1.1679999999999999e-23
CNAG_00486	NA	114.549	-0.411	0.512	0.6322
CNAG_00487	NA	31.431	-0.123	0.89	0.9478
CNAG_00488	NA	27.795	-1.013	0.96	0.4986
CNAG_00490	NA	85.376	2.451	1.078	0.0856
CNAG_00491	NA	98.407	0.134	0.626	0.9202
CNAG_00492	NA	49.483	0.464	0.742	0.7242
CNAG_00493	NA	473.735	0.752	0.356	0.1147
CNAG_00495	NA	53.415	-0.149	0.907	0.9369
CNAG_00496	NA	94.968	-0.66	0.591	0.4689
CNAG_00497	NA	125.626	2.841	0.551	6.116e-6
CNAG_00498	CDC14	248.209	-0.559	0.541	0.5105
CNAG_00499	NA	78.725	2.068	0.821	0.0512
CNAG_00500	PTC1	115.621	1.16	0.541	0.1085
CNAG_00501	NA	29.377	-0.269	0.933	0.8907
CNAG_00502	NA	264.963	-0.269	0.406	0.7055
CNAG_00503	NA	186.868	-0.179	0.507	0.8596
CNAG_00504	NA	169.355	-0.752	0.445	0.2263
CNAG_00505	FZC28	109.856	-1.044	0.572	0.1865
CNAG_00506	NA	187.846	-0.1	0.414	0.91
CNAG_00508	VPS17	343.68	1.056	0.379	0.0275
CNAG_00509	NA	1027.019	-0.902	0.284	0.0102
CNAG_00510	NA	107.03	-0.739	0.649	0.4582
CNAG_00511	NA	41.636	-0.539	0.865	0.7252
CNAG_00512	NA	483.065	-1.499	0.32	5.104e-5
CNAG_00513	NA	685.523	-1.394	0.299	5.734e-5
CNAG_00514	NA	334.26	-1.1	0.359	0.01371
CNAG_00515	NA	19.5	0.632	1.17	0.7648
CNAG_00516	PEX7	9.066	0.425	1.591	0.8992
CNAG_00517	NA	207.539	-0.518	0.447	0.4487
CNAG_00519	ERG3	910.638	-0.68	0.39	0.2094
CNAG_00520	NA	1340.366	-0.677	0.33	0.1284
CNAG_00521	NA	121.142	1.676	0.817	0.1282
CNAG_00522	NA	138.959	1.114	0.706	0.2678
CNAG_00523	NA	89.019	-0.916	0.677	0.3573
CNAG_00524	NA	43.318	2.318	1.094	0.1139
CNAG_00525	NA	276.133	-0.225	0.36	0.724
CNAG_00526	NA	73.647	1.371	0.628	0.1006
CNAG_00527	NA	679.442	-1.351	0.312	2.212e-4
CNAG_00528	NA	83.916	1.682	0.576	0.01982
CNAG_00529	NA	251.125	-0.45	0.381	0.437
CNAG_00531	ENA1	7611.272	4.233	0.301	5.7189999999999995e-42
CNAG_00532	NA	140.412	-0.62	0.555	0.4692
CNAG_00533	TIM50	535.167	-0.755	0.299	0.05021
CNAG_00534	NA	639.77	-0.359	0.318	0.4628
CNAG_00535	NA	415.631	-0.836	0.355	0.07224
CNAG_00536	NA	219.84	-0.394	0.391	0.5212
CNAG_00537	NA	126.941	2.5	2.958	0.6091
CNAG_00538	NA	354.946	-0.338	0.359	0.5566
CNAG_00539	NA	507.24	-1.919	1.197	0.2575
CNAG_00540	NA	9.747	7.09	2.837	0.05346
CNAG_00541	NA	146.139	-0.288	0.489	0.7416
CNAG_00542	NA	29.576	1.547	1.146	0.3585
CNAG_00543	NA	59.876	0.576	0.787	0.6683
CNAG_00544	NA	1113.231	-0.107	0.459	0.9123
CNAG_00545	NA	986.934	-0.497	0.274	0.1888
CNAG_00546	CHS4	1205.253	1.571	0.251	1.703e-8
CNAG_00547	NA	2300.815	0.41	0.242	0.2262
CNAG_00549	NA	0	NA	NA	NA
CNAG_00550	NA	250.51	0.383	0.375	0.5158
CNAG_00551	NA	1005.172	0.011	0.271	0.9843
CNAG_00554	ISC1	134.596	0.752	0.655	0.4538
CNAG_00555	NA	114.91	-1.089	0.553	0.1477
CNAG_00556	CCK1	478.798	-0.316	0.311	0.5197
CNAG_00557	NA	129.673	0.09	0.484	0.9298
CNAG_00558	NA	1553.403	-0.899	0.271	0.006874
CNAG_00559	BZP3	689.261	-1.105	0.312	0.003534
CNAG_00560	NA	202.565	0.692	0.467	0.3047
CNAG_00561	HAT1	290.159	-0.461	0.374	0.4133
