gene	geneName	baseMean	log2FC	stderror	padj
CNAG_01309	NA	50.515	-0.819	0.788	0.608
CNAG_01310	NA	123.074	-0.902	0.572	0.3608
CNAG_01313	NA	96.768	2.921	0.668	4.462e-4
CNAG_01314	PPP1	168.903	1.659	0.639	0.07094
CNAG_01315	NA	224.915	0.096	0.516	0.9454
CNAG_01316	RPA32	74.886	-0.58	0.841	0.7686
CNAG_01317	NA	111.755	0.23	0.619	0.8893
CNAG_01318	NA	285.793	0.879	0.526	0.318
CNAG_01319	PAC2	58.563	-0.637	0.778	0.7101
CNAG_01320	NA	160.294	-0.955	0.522	0.2564
CNAG_01321	NA	592.776	0.122	0.368	0.9017
CNAG_01322	NA	213.042	0.519	0.481	0.5866
CNAG_01323	NA	454.59	-0.644	0.403	0.3509
CNAG_01324	NA	53.678	-0.081	0.763	0.9694
CNAG_01325	NA	42.47	-1.556	0.846	0.2525
CNAG_01330	NA	163.559	-0.518	0.57	0.6687
CNAG_01331	NA	56.268	1.815	0.899	0.1936
CNAG_01332	NA	1842.723	-0.663	0.358	0.249
CNAG_01333	ALK1	17.318	-0.406	1.48	0.9216
CNAG_01334	NA	114.693	-0.784	0.737	0.5948
CNAG_01335	NA	150.587	0.043	0.567	0.9807
CNAG_01336	NA	18.543	1.174	1.302	0.6727
CNAG_01337	NA	98.145	-0.423	0.631	0.7736
CNAG_01338	NA	274.785	-0.219	0.432	0.8363
CNAG_01339	NA	324.532	-0.169	0.451	0.888
CNAG_01340	NA	607.312	-0.33	0.375	0.68
CNAG_01341	ISP3	133.618	1.528	0.574	0.06203
CNAG_01342	NA	103.085	-0.385	0.606	0.7875
CNAG_01343	NA	69.256	-0.002	0.741	0.9997
CNAG_01344	NA	104.149	-0.325	0.594	0.8201
CNAG_01345	NA	122.832	-1.872	0.562	0.01232
CNAG_01346	HPP2	39.63	-0.851	0.898	0.6506
CNAG_01347	NA	281.278	0.149	0.454	0.9036
CNAG_01348	NA	68.542	1.324	1.05	0.5033
CNAG_01349	NA	11.6	-0.339	1.478	0.931
CNAG_01350	RMD5	56.537	0.115	0.733	0.9557
CNAG_01351	NA	100.157	-0.6	0.613	0.6352
CNAG_01352	NA	270.376	-0.213	0.442	0.8439
CNAG_01353	NA	86.734	-1.981	0.695	0.04128
CNAG_01354	NA	207.424	-1.982	0.534	0.004089
CNAG_01355	NA	95.304	0.056	0.827	0.9831
CNAG_01356	NA	283.373	0.028	0.429	0.9831
CNAG_01357	SDP101	98.308	0.963	0.639	0.3885
CNAG_01358	NA	15.5	1.321	1.52	0.6855
CNAG_01359	NA	353.907	0.014	0.485	0.9925
CNAG_01360	NA	870.569	0.645	0.381	0.3099
CNAG_01361	NA	1126.098	-0.832	0.343	0.09915
CNAG_01362	NA	254.221	0.115	0.483	0.9298
CNAG_01363	NA	106.916	-0.224	0.603	0.8893
CNAG_01364	NA	201.788	-1.57	0.52	0.02783
CNAG_01365	NA	134.141	1.083	0.629	0.2997
CNAG_01367	NA	41.41	-1.464	1.049	0.4389
CNAG_01368	NA	497.109	1.631	3.859	0.8696
CNAG_01369	NA	859.629	2.513	1.303	0.2224
CNAG_01370	NA	47.703	2.48	0.983	0.08248
CNAG_01371	CRG2	97.911	-0.766	0.662	0.5516
CNAG_01372	NA	125.155	-0.176	0.612	0.9181
CNAG_01373	CDC10	167.703	0.152	0.541	0.9202
CNAG_01375	ABP1	316.727	2.005	0.428	1.318e-4
CNAG_01376	NA	1286.648	0.38	0.411	0.6614
CNAG_01377	UBP13	232.574	0.315	0.473	0.7751
CNAG_01378	STE24	184.095	0.419	0.485	0.6879
CNAG_01379	NA	26.166	-0.904	1.029	0.6804
CNAG_01380	NA	59.128	1.403	0.812	0.2973
CNAG_01381	NA	62.017	-1.047	0.728	0.4196
CNAG_01382	NA	54.606	0.366	0.766	0.8461
CNAG_01384	NA	11.937	1.451	1.477	0.6346
CNAG_01385	GGT1	434.752	0.785	0.416	0.2353
CNAG_01386	NA	17.274	1.509	1.278	0.5395
CNAG_01387	NA	160.687	-0.448	0.56	0.716
CNAG_01388	NA	100.088	-0.186	0.632	0.9155
CNAG_01389	NA	13.823	-0.607	1.935	0.9093
CNAG_01390	NA	360.168	-2.719	0.427	2.459e-8
CNAG_01391	NA	331.423	-0.342	0.481	0.7602
CNAG_01392	NA	51.686	0	0.766	1
CNAG_01395	NA	95.155	-0.589	0.633	0.6573
CNAG_01396	NA	67.057	-0.038	0.743	0.9879
CNAG_01397	NA	177.869	-1.65	0.505	0.01454
CNAG_01398	NA	377.954	-1.155	0.403	0.04013
CNAG_01399	NA	64.367	0.267	0.731	0.8903
CNAG_01400	NA	445.746	-1.267	0.471	0.05921
CNAG_01401	NA	31.925	0.526	0.954	0.8196
CNAG_01402	NA	205.486	0.498	0.474	0.6023
CNAG_01403	NA	80.806	-0.752	0.87	0.6882
CNAG_01404	NA	942.156	-1.468	0.352	9.091e-4
CNAG_01405	NA	260.318	-0.389	0.487	0.7172
CNAG_01406	NA	66.992	-1.49	0.72	0.1793
CNAG_01408	NA	238.947	0.403	0.458	0.6798
CNAG_01411	NA	29.43	0.78	1.016	0.7353
CNAG_01412	PAH1	450.367	1.295	0.418	0.02315
CNAG_01413	PUB1	689.581	-0.133	0.362	0.8902
CNAG_01414	NA	103.732	0.574	0.582	0.6328
CNAG_01415	NA	313.515	-1.074	0.449	0.1056
CNAG_01416	NA	52.939	-1.291	0.828	0.3688
CNAG_01417	NA	135.564	2.66	0.648	0.001106
CNAG_01418	NA	111.804	0.695	0.687	0.6205
CNAG_01419	NA	210.49	0.969	0.501	0.2211
CNAG_01420	NA	121.197	2.523	0.563	2.836e-4
CNAG_01421	NA	1039.009	-0.282	0.351	0.714
CNAG_01422	NA	124.654	0.073	0.75	0.9732
CNAG_01423	NA	196.067	0.099	0.475	0.9379
CNAG_01424	NA	140.471	0.797	0.571	0.4391
CNAG_01425	NA	23.101	-4.573	1.459	0.02076
CNAG_01426	NA	84.317	0.445	0.683	0.7816
CNAG_01428	NA	2956.033	-0.736	0.338	0.1517
CNAG_01429	NA	108.039	0.089	0.586	0.9573
CNAG_01430	NA	63.244	0.761	0.753	0.6206
CNAG_01431	HOB1	46.43	0.4	0.798	0.8376
CNAG_01432	NA	121.634	-1.684	0.632	0.06203
CNAG_01435	NA	397.914	-0.802	0.414	0.2186
CNAG_01436	SIT4	56.113	0.043	0.749	0.9854
CNAG_01437	NA	240.895	-1.113	0.491	0.1312
CNAG_01438	SWI6	239.385	0.727	0.453	0.349
CNAG_01439	NA	97.221	-0.742	0.711	0.6053
CNAG_01440	NA	146.104	0.681	0.533	0.4947
CNAG_01441	NA	283.287	-0.868	0.448	0.2203
CNAG_01442	NA	203.68	-1.063	0.545	0.2159
CNAG_01443	NA	46.794	-0.553	0.854	0.7827
CNAG_01444	RPB4	35.615	-1.419	0.939	0.3868
CNAG_01445	APG9	97.173	-0.334	0.675	0.839
CNAG_01446	HSP12	1367.67	2.303	0.641	0.006088
CNAG_01448	NA	166.203	-0.483	0.514	0.652
CNAG_01451	NA	108.229	-0.83	0.648	0.4935
CNAG_01452	MAT3	38.475	1.586	0.868	0.2566
CNAG_01454	STE12alpha	157.775	-0.695	0.581	0.5315
CNAG_01455	RPL39alpha	762.997	-0.415	0.383	0.5842
CNAG_01456	NA	10.706	1.15	1.559	0.7488
CNAG_01461	NA	37.85	0.495	0.894	0.8189
CNAG_01463	NA	46.914	0.747	0.903	0.705
CNAG_01464	FHB1	106.572	-0.374	0.85	0.8631
CNAG_01465	NA	74.532	0.144	0.664	0.9349
CNAG_01466	NA	99.95	1.701	0.653	0.06995
CNAG_01467	NA	170.727	0.281	0.513	0.8201
CNAG_01468	NA	86.376	-0.353	0.636	0.8186
CNAG_01469	NA	99.532	0.733	0.598	0.518
CNAG_01470	NA	383.263	-0.072	0.411	0.9497
CNAG_01471	NA	153.051	-0.519	0.616	0.6965
CNAG_01472	NA	155.903	-0.034	0.533	0.9831
CNAG_01473	NA	26.931	-0.206	1.094	0.9442
CNAG_01474	NA	91.065	0.032	0.615	0.9876
CNAG_01475	SMT1	382.066	-0.077	0.471	0.9532
CNAG_01476	NA	551.184	0.826	0.434	0.2296
CNAG_01477	NA	314.564	-0.238	0.46	0.8326
CNAG_01478	NA	37.697	-0.061	0.874	0.9822
CNAG_01479	NA	47.534	-2.7	0.977	0.05024
CNAG_01480	NA	1832.071	-1.102	0.344	0.01738
CNAG_01481	NA	42.499	1.667	0.976	0.3033
CNAG_01482	NA	154.787	-1.737	0.594	0.03478
CNAG_01483	HPI1	91.31	-0.553	0.629	0.68
CNAG_01485	NA	207.17	-0.273	0.493	0.8195
CNAG_01486	NA	1748.499	-1.212	0.369	0.01425
CNAG_01487	NA	2.436	-4.296	4.406	NA
CNAG_01489	CAS9	7.51	2.065	2.209	0.6559
CNAG_01490	NA	17.946	1.947	1.65	0.5399
CNAG_01491	NA	31.987	0.508	1.057	0.8454
CNAG_01492	NA	278.383	-0.614	0.468	0.479
CNAG_01493	NA	86.734	0.47	0.64	0.752
CNAG_01494	NA	32.259	1.989	0.942	0.1682
CNAG_01495	NA	43.864	-0.657	0.954	0.7686
CNAG_01496	PPT1	206.778	-1.484	0.566	0.06763
CNAG_01497	NA	28.522	0.049	1.06	0.9885
CNAG_01498	AKP2	27.709	0.958	1.072	0.6742
CNAG_01499	NA	16.13	-1.022	1.304	0.7248
CNAG_01500	NA	2.97	2.224	3.641	NA
CNAG_01501	NA	25.822	-1.036	1.064	0.6379
CNAG_01502	NA	168.183	1.334	0.496	0.05898
CNAG_01504	NA	51.596	0.841	0.806	0.6051
CNAG_01506	NA	111.554	2.764	0.593	1.404e-4
CNAG_01507	NA	62.945	0.293	0.762	0.8832
CNAG_01508	NA	457.136	0.125	0.422	0.9154
CNAG_01509	NA	62.762	-1.106	0.713	0.3711
CNAG_01510	NA	373.139	-0.376	0.407	0.6619
CNAG_01511	NA	0.405	2.57	4.969	NA
CNAG_01512	NA	45.36	0.539	0.814	0.777
CNAG_01513	NA	37.612	0.592	0.963	0.7942
CNAG_01514	NA	0	NA	NA	NA
CNAG_01518	PMU1	23.677	-0.403	1.105	0.8906
CNAG_01519	EEP1	25.55	2.102	1.243	0.3101
CNAG_01520	NA	67.205	-0.644	0.733	0.6803
CNAG_01521	NA	42.058	1.55	0.906	0.3023
CNAG_01522	NA	234.761	0.634	0.563	0.5653
CNAG_01523	HOG1	427.489	-0.333	0.448	0.7459
CNAG_01524	NA	74.137	0.949	0.681	0.4392
CNAG_01525	NA	9.427	0.622	1.637	0.8854
CNAG_01526	NA	494.609	1.692	0.404	8.339e-4
CNAG_01527	NA	1.708	4.723	4.828	NA
CNAG_01528	NA	73.305	-1.315	0.721	0.2584
CNAG_01529	NA	39.977	-0.827	0.855	0.641
CNAG_01530	MGA2	819.895	-0.202	0.353	0.812
CNAG_01531	NA	55.721	-2.468	0.828	0.03058
CNAG_01532	INP52	225.495	0.141	0.468	0.9139
CNAG_01533	NA	245.898	0.111	0.468	0.9298
CNAG_01534	NA	38.737	4.303	1.444	0.03058
CNAG_01535	NA	384.542	-0.638	0.486	0.4794
CNAG_01536	NA	282.062	0.201	0.428	0.8502
CNAG_01537	VAD1	571.001	0.186	0.372	0.838
CNAG_01538	NA	11.314	2.284	1.824	0.5059
CNAG_01539	NA	1202.09	0.851	0.353	0.1022
CNAG_01540	NA	5.199	-1.814	2.939	NA
CNAG_01541	NA	4.035	-1.26	2.726	NA
CNAG_01542	NA	13.502	-1.061	1.426	0.7459
CNAG_01543	NA	78.084	-0.181	0.651	0.9212
CNAG_01544	NA	283.868	-1.057	0.46	0.1247
CNAG_01545	NA	49.739	1.187	0.811	0.4063
CNAG_01546	NA	13.461	-1.1	1.44	0.7366
CNAG_01547	NA	118.36	0.074	0.569	0.9639
CNAG_01548	NA	185.365	-0.932	0.504	0.2489
CNAG_01549	NA	107.453	-1.207	0.585	0.1807
CNAG_01550	NA	56.285	-1.208	0.795	0.3835
CNAG_01551	GAT201	1350.557	4.593	0.466	7.960000000000001e-20
CNAG_01552	NA	223.456	2.789	0.469	2.545e-7
CNAG_01553	NA	543.784	1.569	0.395	0.001773
CNAG_01554	NA	118.525	-0.173	0.654	0.924
CNAG_01555	NA	22.438	0.601	1.096	0.82
CNAG_01556	NA	102.239	-0.623	0.612	0.6176
CNAG_01557	CAM1	343.639	0.172	0.41	0.8705
CNAG_01558	NA	1102.036	1.539	0.647	0.1074
CNAG_01559	NA	239.02	-1.03	0.548	0.2373
CNAG_01560	NA	33.137	0.354	1.291	0.9216
CNAG_01561	NA	259.344	-0.01	0.441	0.994
CNAG_01562	BLP4	25302.648	-1.471	0.614	0.1046
CNAG_01563	HDA1	167.051	0.799	0.498	0.3482
CNAG_01564	NA	314.513	-1.357	0.487	0.04754
CNAG_01565	NA	478.893	0.834	0.445	0.2392
CNAG_01566	NA	65.264	-1.098	0.727	0.3868
CNAG_01567	NA	37.332	0.1	0.914	0.9685
CNAG_01568	NA	422.185	-0.556	0.469	0.5375
CNAG_01569	NA	61.623	-0.106	0.724	0.9592
CNAG_01570	NA	13.444	0.882	1.412	0.7918
CNAG_01571	NA	139.97	0.541	0.529	0.6156
CNAG_01572	CDC25	86.231	-0.059	0.723	0.9781
CNAG_01573	RIF2	281.391	0.953	0.486	0.211
CNAG_01574	NA	259.476	0.992	0.466	0.1637
CNAG_01575	NA	731.933	-0.221	0.396	0.8183
CNAG_01576	NA	213.616	0.593	0.473	0.5051
CNAG_01577	NA	1858.771	-1.28	0.359	0.006622
CNAG_01578	NA	121.812	-1.653	0.621	0.06203
CNAG_01579	NA	422.945	0.011	0.428	0.9929
CNAG_01580	SCP1	304.481	0.955	0.428	0.1393
CNAG_01581	NA	11.064	3.325	1.836	0.2624
CNAG_01582	NA	8.799	0.292	2.106	0.9606
CNAG_01583	NA	121.755	-0.617	0.553	0.5696
CNAG_01584	NA	35.925	4.069	1.215	0.01201
CNAG_01585	NA	43.931	4.322	1.029	8.099e-4
CNAG_01586	NA	724.414	-0.857	0.372	0.1235
CNAG_01587	NA	77.595	-0.716	0.655	0.5809
CNAG_01588	NA	759.406	2.402	0.542	3.48e-4
CNAG_01590	NA	146.804	-0.55	0.523	0.602
CNAG_01591	NA	295.152	0.197	0.43	0.8553
CNAG_01592	STE14	14.654	-1.384	1.555	0.6756
CNAG_01593	NA	112.777	-1.037	0.591	0.2872
CNAG_01594	NA	111.855	1.619	0.603	0.0594
CNAG_01595	NA	109.499	0.562	0.604	0.6572
CNAG_01596	NA	126.26	0.146	0.664	0.934
CNAG_01597	NA	42.73	0.864	0.868	0.6278
CNAG_01598	NA	190.288	-1.096	0.519	0.168
CNAG_01599	NA	87.168	-0.632	0.753	0.6968
CNAG_01600	NA	449.321	-1.731	0.409	7.361e-4
CNAG_01601	NA	171.474	2.591	0.505	1.711e-5
CNAG_01602	NA	108.98	1.402	0.586	0.1055
CNAG_01603	NA	351.446	0.273	0.429	0.7875
CNAG_01604	NA	97.121	1.751	0.628	0.04759
CNAG_01605	NA	55.654	3.328	0.956	0.008343
CNAG_01606	NA	1.708	4.723	4.828	NA
CNAG_01607	TRX2	30.221	-2.085	1.027	0.1913
CNAG_01608	NA	169.275	-0.628	0.515	0.5207
CNAG_01609	NA	102.015	-1.442	0.649	0.1411
CNAG_01610	NA	233.508	0.965	0.482	0.1983
CNAG_01611	LIV8	143.882	1.597	0.574	0.04821
CNAG_01612	PSK202	0.405	2.57	4.969	NA
CNAG_01613	NA	366.01	0.233	0.404	0.8094
CNAG_01614	UBP10	145.548	0.245	0.579	0.8696
CNAG_01615	NA	23.049	0.818	1.429	0.8123
CNAG_01616	NA	288.966	-0.122	0.461	0.924
CNAG_01619	NA	54.929	-0.128	0.755	0.9519
CNAG_01620	NA	131.324	-1.323	0.545	0.09915
CNAG_01621	NA	1707.541	-1.091	0.402	0.05595
CNAG_01622	NA	44.998	0.144	0.854	0.9519
CNAG_01623	NA	112.687	-1.353	0.608	0.14
CNAG_01624	NA	50.321	0.003	0.799	0.9997
CNAG_01625	NA	38.307	-2.35	0.98	0.1042
CNAG_01626	ADA2	315.751	2.231	0.485	1.77e-4
CNAG_01627	NA	49.823	-0.119	0.844	0.9599
CNAG_01628	NA	1270.433	-0.936	0.423	0.1426
CNAG_01629	NA	69.768	-1.133	0.691	0.3314
CNAG_01630	NA	130.286	0.422	0.576	0.7525
CNAG_01631	NA	161.642	-0.087	0.554	0.9557
CNAG_01632	NA	78.031	-0.177	0.765	0.931
CNAG_01633	NA	87.479	-0.916	0.785	0.5462
CNAG_01634	NA	248.78	-1.025	0.448	0.1259
CNAG_01635	NA	43.984	0.166	0.846	0.9407
CNAG_01636	NA	69.331	-0.325	0.705	0.8536
CNAG_01637	NA	153.8	-0.881	0.512	0.2998
CNAG_01638	NA	31.807	-0.308	0.975	0.9091
CNAG_01639	NA	720.524	-1.824	0.406	2.719e-4
CNAG_01640	CSF1	1200.636	0.362	0.342	0.597
CNAG_01641	NA	766.132	-0.972	0.365	0.06195
CNAG_01642	NA	291.61	-0.427	0.48	0.6761
CNAG_01643	NA	35.413	0.531	0.914	0.8091
CNAG_01644	MLN4	54.998	0.293	0.745	0.8791
CNAG_01645	NA	24.912	0.1	1.053	0.9741
CNAG_01646	NA	40.922	0.218	0.859	0.9273
CNAG_01647	NA	92.935	-0.294	0.616	0.8469
CNAG_01648	H4	218.671	-0.382	0.541	0.7611
CNAG_01649	NA	211.628	0.252	0.472	0.825
CNAG_01650	MRPL7	114.358	-1.512	0.632	0.1048
CNAG_01651	NA	23.859	-0.328	1.216	0.922
CNAG_01652	PNG1	114.513	1.508	0.662	0.1288
CNAG_01653	CIG1	675.94	3.199	0.49	9.077e-9
CNAG_01654	CAS34	144.692	-0.644	0.53	0.5228
CNAG_01655	NA	507.001	-0.531	0.448	0.5375
CNAG_01656	NA	8.39	-4.614	2.39	0.2219
CNAG_01657	NA	453.109	-1.146	0.394	0.03602
CNAG_01658	NA	259.742	-1.022	0.442	0.1205
CNAG_01659	NA	76.597	0.368	0.683	0.8241
CNAG_01660	GCN3	80.799	-0.101	0.754	0.9618
CNAG_01663	NA	61.003	0.295	0.801	0.8897
CNAG_01664	NA	221.067	0.145	0.492	0.9154
CNAG_01665	NA	72.675	-1.11	0.747	0.3977
CNAG_01666	NA	57.523	-0.605	0.752	0.714
CNAG_01667	COQ2	77.216	-0.104	0.69	0.9586
CNAG_01668	NA	10.8	-0.594	1.895	0.9093
CNAG_01669	NA	97.477	-0.914	0.609	0.3903
CNAG_01670	NA	78.899	0.42	0.678	0.794
CNAG_01671	NA	4.809	-0.497	3.03	NA
CNAG_01672	NA	0.696	-2.508	4.843	NA
CNAG_01673	NA	207.076	-0.307	0.496	0.794
CNAG_01674	NA	3.849	0.096	3.229	NA
CNAG_01675	NA	26.491	1.573	1.04	0.3859
CNAG_01676	NA	151.368	-0.793	0.524	0.3857
CNAG_01677	NA	96.212	-0.37	0.632	0.8062
CNAG_01678	NHA1	469.551	0.198	0.39	0.8357
CNAG_01679	NA	540.837	-0.559	0.407	0.449
CNAG_01680	NA	2.025	4.95	4.746	NA
CNAG_01681	FCY2	383.605	0.192	0.512	0.887
CNAG_01682	NA	581.116	-1.544	0.393	0.002018
CNAG_01683	STL1	1129.569	-2.254	0.42	5.541e-6
CNAG_01686	NA	149.993	1.374	0.649	0.1668
CNAG_01687	NA	143.643	-0.824	0.582	0.4303
CNAG_01688	NA	431.527	-1	0.413	0.09984
CNAG_01689	NA	3.301	0.621	3.434	NA
CNAG_01690	NA	63.118	1.054	0.847	0.5088
CNAG_01691	NA	94.288	0.515	0.604	0.6936
CNAG_01692	UBA3	72.343	0.793	0.727	0.5817
CNAG_01693	NA	69.212	0.108	0.759	0.9599
CNAG_01694	NA	373.932	-0.088	0.439	0.9396
CNAG_01695	NA	66.874	0.503	0.767	0.7794
CNAG_01696	NA	869.984	0.3	0.672	0.8594
CNAG_01697	CSN1201	60.642	-1.125	0.727	0.3717
CNAG_01698	NA	154.998	-0.456	0.552	0.7057
CNAG_01699	NA	44.724	0.734	0.81	0.6705
CNAG_01701	NA	90.091	-0.926	0.699	0.4745
CNAG_01702	NA	76.446	1.423	0.782	0.2597
CNAG_01703	NA	69.022	1.175	0.878	0.4693
CNAG_01704	IRK6	1900.649	0.328	0.372	0.6798
CNAG_01706	NA	11.623	1.515	1.539	0.6335
CNAG_01707	CRG3	291.239	0.666	0.43	0.3717
CNAG_01708	GAT7	299.217	0.469	0.467	0.6235
CNAG_01709	NA	291.511	-0.071	0.479	0.9586
CNAG_01710	NA	35.166	-0.622	0.917	0.7707
CNAG_01711	NA	316.216	-0.112	0.425	0.924
CNAG_01712	NA	101.64	-1.651	0.645	0.07657
CNAG_01713	NA	1059.806	2.347	0.391	2.06e-7
CNAG_01714	NA	8.383	-0.12	1.688	0.9819
CNAG_01715	NA	547.441	-1.535	0.386	0.001727
CNAG_01716	NA	260.218	-0.903	0.445	0.1913
CNAG_01717	NA	256.306	0.053	0.464	0.9669
CNAG_01718	NA	55.113	1.029	0.803	0.4935
CNAG_01719	NA	32.467	0.689	0.984	0.7641
CNAG_01720	VPS23	100.59	0.746	0.612	0.5202
CNAG_01721	HEM3	515.482	-0.654	0.498	0.4787
CNAG_01722	NA	2036.647	0.682	0.41	0.3221
CNAG_01723	NA	238.383	-0.109	0.501	0.9343
CNAG_01725	NA	20.963	0.202	1.179	0.9515
CNAG_01726	NA	336.836	-0.446	0.421	0.5967
CNAG_01727	NA	10944.315	-0.372	0.336	0.5749
CNAG_01728	NA	84.589	2.248	0.789	0.04127
CNAG_01729	NA	485.793	-0.23	0.622	0.8894
CNAG_01730	STE7	78.043	-0.279	0.689	0.8753
CNAG_01731	NA	136.401	1.14	0.53	0.1588
CNAG_01732	NA	210.909	0.742	0.573	0.4872
CNAG_01733	NA	428.995	-0.186	0.486	0.8847
CNAG_01734	NA	377.065	0.111	0.405	0.9216
CNAG_01735	NA	446.126	3.791	0.527	1.338e-10
CNAG_01736	NA	52.812	-0.474	0.89	0.8265
CNAG_01737	ERG25	553.423	-0.323	0.379	0.6941
CNAG_01738	NA	194.078	-0.785	0.5	0.3633
CNAG_01739	NA	186.206	-0.208	0.493	0.8696
CNAG_01740	CDC12	213.345	-0.112	0.492	0.931
CNAG_01741	NA	69.516	0.316	0.853	0.8893
CNAG_01742	AQY1	146.249	2.408	0.584	0.001045
CNAG_01743	NA	133.458	4.127	0.712	5.887e-7
CNAG_01744	HAD1	1106.64	1.288	0.354	0.005247
CNAG_01745	NA	662.224	1.35	0.451	0.03
CNAG_01746	NA	100.336	-0.31	0.833	0.8888
CNAG_01749	NA	63.945	-0.94	0.745	0.503
CNAG_01750	NA	6627.457	0.027	0.31	0.977
CNAG_01751	NA	280.197	4.438	0.655	2.065e-9
CNAG_01752	NA	96.63	-1.45	0.615	0.112
CNAG_01753	NA	175.164	1.395	0.676	0.1814
CNAG_01754	NA	311.022	-0.126	0.446	0.9201
CNAG_01755	NA	252.27	-0.851	0.536	0.3557
CNAG_01756	NA	35.201	-1.106	1.157	0.647
CNAG_01758	PGU1	20.492	0.133	1.144	0.9661
CNAG_01759	NA	7.759	0.711	2.615	0.922
CNAG_01760	NA	17.625	0.92	1.232	0.7451
CNAG_01761	NA	816.924	-2.724	0.393	7.461e-10
CNAG_01763	NA	24.201	-0.275	1.084	0.9273
CNAG_01764	NA	59.481	-0.595	0.738	0.7135
CNAG_01765	NA	162.305	-0.034	0.515	0.9831
CNAG_01768	NA	249.72	-0.65	0.45	0.4167
CNAG_01769	NA	69.4	-0.363	0.8	0.8567
CNAG_01770	NA	446.687	-0.321	0.459	0.7641
CNAG_01771	NA	32.463	1.021	1.044	0.6352
CNAG_01772	NA	114.554	-2.048	0.609	0.01163
CNAG_01773	NA	56.97	0.498	0.899	0.8189
CNAG_01776	NA	3.047	-0.193	3.512	NA
CNAG_01777	NA	63.679	-0.031	0.782	0.9892
CNAG_01778	NA	129.251	1.031	0.566	0.2594
CNAG_01779	NA	200.245	1.55	0.479	0.01583
CNAG_01780	NA	169.806	-1.203	0.617	0.2162
CNAG_01781	NA	70.427	0.316	0.701	0.857
CNAG_01787	NA	42.272	1.762	0.884	0.2008
CNAG_01788	NA	100.637	-1.002	0.776	0.4895
CNAG_01789	NA	101.296	-0.958	0.621	0.373
CNAG_01790	NA	44.188	0.192	0.875	0.9343
CNAG_01791	NA	201.393	-0.877	0.52	0.3125
CNAG_01792	NA	172.498	-0.825	0.497	0.3242
CNAG_01793	NA	156.235	-0.33	0.538	0.7944
CNAG_01794	NA	10.597	0.327	1.536	0.9357
CNAG_01795	NA	164.456	2.012	0.717	0.04557
CNAG_01796	NA	484.558	2.528	0.419	1.743e-7
CNAG_01797	NA	129.23	-1.385	0.573	0.1006
CNAG_01798	NA	78.71	0.828	0.773	0.5902
CNAG_01799	NA	265.78	-0.428	0.454	0.6516
CNAG_01800	NA	83.756	0.403	0.731	0.8196
CNAG_01801	NA	10.722	0.012	1.676	0.9996
CNAG_01802	NA	433.118	-0.276	0.403	0.769
CNAG_01803	NA	29.2	1.968	1.01	0.2162
CNAG_01806	NA	0.696	-2.508	4.843	NA
CNAG_01807	UPF1	252.983	-0.712	0.504	0.4309
CNAG_01808	NA	226.947	0.858	0.545	0.3619
CNAG_01809	NA	150.579	0.548	0.56	0.6352
CNAG_01810	NA	69.847	-1.956	0.779	0.08415
CNAG_01811	NA	152.727	-0.998	0.539	0.2487
CNAG_01812	NA	247.183	-1.055	0.548	0.2238
CNAG_01813	NA	746.047	-0.399	0.386	0.6101
CNAG_01814	NA	395.93	1.192	0.439	0.0561
CNAG_01815	NA	263.434	-0.837	0.507	0.3271
CNAG_01816	NA	3.644	5.798	3.808	NA
CNAG_01817	NA	66.876	-0.576	0.701	0.7083
CNAG_01818	NA	66.854	-0.833	0.711	0.5444
CNAG_01819	NA	216.124	-0.696	0.487	0.4251
CNAG_01820	PYK1	1712.847	0.479	0.382	0.5048
CNAG_01821	NA	126.114	1.22	0.575	0.1658
CNAG_01822	NA	71.082	-0.147	0.695	0.9361
CNAG_01823	INM1	84.66	0.733	0.798	0.665
CNAG_01824	NA	327.381	0.574	0.449	0.4947
CNAG_01825	NA	54.056	0.833	0.768	0.5842
CNAG_01826	NA	69.031	-0.42	0.937	0.8589
CNAG_01827	NA	5.249	-0.349	2.991	NA
CNAG_01828	NA	77.773	-0.85	0.736	0.5526
CNAG_01832	NA	53.646	-0.13	0.861	0.9584
CNAG_01833	NA	352.243	-0.707	0.416	0.3067
CNAG_01834	NA	165.248	0.018	0.505	0.99
CNAG_01835	NA	197.798	1.899	0.508	0.003798
CNAG_01837	NA	168.916	1.123	0.541	0.1781
CNAG_01839	ESS1	138.916	0.331	0.56	0.804
CNAG_01840	TUB1	1442.778	-0.063	0.379	0.9522
CNAG_01841	GLN3	28.846	2.052	1.01	0.1907
CNAG_01842	NA	889.773	-0.447	0.419	0.5937
CNAG_01843	NA	277.064	-0.494	0.658	0.744
CNAG_01844	NA	27.235	-2.227	1.06	0.171
CNAG_01845	PKC1	696.502	0.277	0.368	0.7426
CNAG_01846	NA	292.101	1.857	0.594	0.02113
CNAG_01847	NA	15.186	2.004	1.351	0.3992
CNAG_01848	NA	534.581	0.225	0.381	0.8039
CNAG_01849	NA	8.767	1.425	2.05	0.7668
CNAG_01850	TCO1	627.397	0.096	0.391	0.929
CNAG_01851	NA	0.753	0.098	4.869	NA
CNAG_01852	NA	291.574	-0.266	0.426	0.7924
CNAG_01853	NA	76.941	0.225	0.687	0.9045
CNAG_01854	NA	2855.254	0.619	0.374	0.3246
CNAG_01855	NA	99.181	-0.095	0.65	0.9592
CNAG_01856	NA	44.392	-0.225	0.875	0.9261
